  Configurations: 840
  sell_pressure: 0.50 – 1.00 (step 0.10)
  base_spread: 0.10 – 0.30 (step 0.05)
  max_change: 0.50 – 2.00 (step 0.25)
  trend_dampening: 0.000 – 0.150 (step 0.050)
  Duration: 2016 ticks (7 days)
sell_pressure_multiplier,base_spread,max_price_change_percent,trend_dampening,avg_price_displacement_pct,avg_volatility,avg_final_bpd_pct,avg_final_spd_pct,final_gdp,final_debt,debt_gdp_ratio,total_tx,buy_ratio,stable,active_loans,defaulted_loans
0.70,0.15,2.00,0.150,-52.50,0.0109,2.954,3.085,37346.34,175964.07,4.712,1628,0.475,1,9,0
0.70,0.20,0.50,0.000,-36.87,0.0060,5.228,6.453,133300.71,304494.04,2.284,2193,0.314,1,8,0
0.70,0.20,0.50,0.050,-48.41,0.0122,3.306,3.838,26866.39,79015.76,2.941,1212,0.405,1,8,0
0.70,0.20,0.50,0.100,-45.26,0.0061,3.710,4.224,11425.95,136099.39,11.911,1177,0.307,1,8,0
0.70,0.20,0.50,0.150,-52.27,0.0097,3.154,3.657,15439.76,76218.62,4.937,942,0.323,1,8,0
0.70,0.20,0.75,0.000,-40.92,0.0049,4.316,4.810,57887.74,478070.02,8.259,1495,0.417,1,8,0
0.70,0.20,0.75,0.050,-39.97,0.0033,4.430,4.938,18775.19,345805.82,18.418,1531,0.327,1,7,0
0.70,0.20,0.75,0.100,-44.10,0.0101,4.626,5.457,26513.84,149560.37,5.641,1504,0.402,1,8,0
0.70,0.20,0.75,0.150,-44.29,0.0116,4.533,5.422,3622.15,95400.36,26.338,639,0.354,1,8,0
0.70,0.20,1.00,0.000,-47.38,0.0089,4.946,5.312,2464.76,68876.07,27.944,1071,0.413,1,7,0
0.70,0.20,1.00,0.050,-54.40,0.0077,5.165,5.610,3525.67,63631.68,18.048,975,0.404,1,8,0
0.70,0.20,1.00,0.100,-43.69,0.0063,6.009,6.666,41100.45,389055.92,9.466,1627,0.429,1,8,0
0.70,0.20,1.00,0.150,-48.14,0.0099,2.906,3.063,21668.23,196416.03,9.065,1477,0.459,1,8,0
0.70,0.20,1.25,0.000,-45.09,0.0039,3.712,4.020,102847.04,317073.11,3.083,1665,0.399,1,8,0
0.70,0.20,1.25,0.050,-46.48,0.0059,4.704,4.864,4018.02,117481.72,29.239,1377,0.407,1,8,0
0.70,0.20,1.25,0.100,-45.65,0.0096,2.635,2.923,2625.24,102756.43,39.142,702,0.533,1,8,0
0.70,0.20,1.25,0.150,-47.40,0.0070,3.262,3.663,32752.79,115482.14,3.526,1136,0.401,1,8,0
0.70,0.20,1.50,0.000,-58.47,0.0138,2.929,3.129,13630.12,61731.59,4.529,852,0.533,1,8,0
0.70,0.20,1.50,0.050,-59.56,0.0109,3.151,3.527,2212.99,53638.07,24.238,760,0.512,1,8,0
0.70,0.20,1.50,0.100,-43.85,0.0040,4.656,4.831,13850.06,168624.08,12.175,1475,0.402,1,8,0
0.70,0.20,1.50,0.150,-50.52,0.0089,3.699,3.813,24061.06,167689.86,6.969,2132,0.445,1,7,0
0.70,0.20,1.75,0.000,-60.06,0.0200,3.376,3.870,200.79,77141.14,384.190,722,0.493,1,9,0
0.70,0.20,1.75,0.050,-57.98,0.0111,3.528,3.706,4131.91,89171.33,21.581,1111,0.459,1,9,0
0.70,0.20,1.75,0.100,-53.78,0.0123,3.317,3.386,4307.92,75226.33,17.462,677,0.495,1,8,0
0.70,0.20,1.75,0.150,-53.87,0.0107,3.857,3.952,26322.63,227060.85,8.626,869,0.540,1,8,0
0.70,0.20,2.00,0.000,-50.62,0.0127,3.029,3.276,33735.93,92423.82,2.740,828,0.581,1,9,0
0.70,0.20,2.00,0.050,-59.60,0.0147,4.683,5.114,8791.05,84052.38,9.561,587,0.532,1,9,0
0.70,0.20,2.00,0.100,-57.18,0.0190,3.886,4.066,2033.40,103488.43,50.894,1278,0.466,1,8,0
0.70,0.20,2.00,0.150,-55.02,0.0099,4.068,4.385,10274.28,191058.77,18.596,1267,0.462,1,9,0
0.70,0.25,0.50,0.000,-48.66,0.0064,6.192,6.718,5332.02,87932.94,16.491,1328,0.276,1,8,0
0.70,0.25,0.50,0.050,-46.18,0.0093,4.721,5.234,1905.07,85007.89,44.622,1148,0.316,1,8,0
0.70,0.25,0.50,0.100,-43.31,0.0066,4.843,5.509,28180.75,137802.04,4.890,1088,0.374,1,8,0
0.70,0.25,0.50,0.150,-43.28,0.0077,5.875,7.363,5961.43,164348.00,27.569,1450,0.341,1,8,0
0.70,0.25,0.75,0.000,-49.20,0.0202,4.313,5.146,7025.37,59739.57,8.503,813,0.370,1,8,0
0.70,0.25,0.75,0.050,-42.84,0.0129,6.733,7.578,10007.98,164798.68,16.467,1111,0.370,1,8,0
0.70,0.25,0.75,0.100,-44.37,0.0031,4.460,4.881,29001.50,183956.72,6.343,1416,0.388,1,8,0
0.70,0.25,0.75,0.150,-38.16,0.0044,4.761,5.212,20095.33,230938.93,11.492,1654,0.372,1,8,0
0.70,0.25,1.00,0.000,-56.05,0.0102,5.743,6.427,6207.91,55867.86,8.999,649,0.493,1,8,0
0.70,0.25,1.00,0.050,-53.60,0.0117,4.560,4.959,11016.10,113812.82,10.331,939,0.436,1,8,0
0.70,0.25,1.00,0.100,-50.09,0.0104,4.978,5.648,35634.02,140522.82,3.944,1231,0.428,1,7,0
0.70,0.25,1.00,0.150,-52.21,0.0079,5.967,6.689,16270.04,140615.61,8.643,1127,0.394,1,9,0
0.70,0.25,1.25,0.000,-43.91,0.0027,3.791,3.822,74739.70,629906.50,8.428,2385,0.395,1,8,0
0.70,0.25,1.25,0.050,-49.49,0.0118,5.220,5.691,18030.30,372027.67,20.633,1413,0.515,1,8,0
0.70,0.25,1.25,0.100,-47.66,0.0055,5.869,6.263,14487.85,194474.67,13.423,916,0.467,1,8,0
0.70,0.25,1.25,0.150,-48.35,0.0130,5.514,5.906,2881.70,95427.02,33.115,1001,0.414,1,9,0
0.70,0.25,1.50,0.000,-50.04,0.0092,6.549,7.004,8436.63,72649.40,8.611,1000,0.441,1,7,0
0.70,0.25,1.50,0.050,-51.15,0.0115,5.559,5.758,10187.67,204757.95,20.099,1123,0.512,1,8,0
0.70,0.25,1.50,0.100,-49.58,0.0103,4.869,5.236,20423.52,201940.68,9.888,971,0.518,1,8,0
0.70,0.25,1.50,0.150,-51.66,0.0103,4.043,4.346,7277.05,69119.91,9.498,737,0.498,1,8,0
0.70,0.25,1.75,0.000,-53.07,0.0043,5.090,5.351,18324.74,102464.48,5.592,873,0.519,1,8,0
0.70,0.25,1.75,0.050,-55.92,0.0144,4.565,4.855,15767.83,81417.77,5.164,933,0.502,1,8,0
0.70,0.25,1.75,0.100,-54.05,0.0112,4.292,4.469,6721.53,164815.83,24.521,1127,0.469,1,8,0
0.70,0.25,1.75,0.150,-51.87,0.0098,7.800,8.387,5474.65,107256.39,19.591,827,0.490,1,7,0
0.70,0.25,2.00,0.000,-49.89,0.0115,5.313,5.444,16097.03,272730.75,16.943,1567,0.511,1,8,0
0.70,0.25,2.00,0.050,-61.36,0.0163,4.623,4.614,4559.96,75469.50,16.550,835,0.516,1,8,0
0.70,0.25,2.00,0.100,-42.75,0.0064,4.433,4.592,18184.93,193348.80,10.632,1749,0.479,1,8,0
0.70,0.25,2.00,0.150,-56.01,0.0184,4.494,4.651,8958.58,186100.68,20.773,1112,0.515,1,9,0
0.70,0.30,0.50,0.000,-45.33,0.0041,5.362,6.176,811.88,56499.30,69.591,555,0.425,1,8,0
0.70,0.30,0.50,0.050,-46.54,0.0095,4.612,5.508,5136.75,225519.12,43.903,792,0.441,1,8,0
0.70,0.30,0.50,0.100,-42.32,0.0035,5.468,6.451,22960.20,199949.24,8.709,1091,0.361,1,8,0
0.70,0.30,0.50,0.150,-42.38,0.0040,5.061,6.048,8839.01,457730.06,51.785,1124,0.387,1,8,0
0.70,0.30,0.75,0.000,-46.53,0.0090,6.433,7.202,14315.25,172646.80,12.060,1228,0.441,1,8,0
0.70,0.30,0.75,0.050,-51.13,0.0031,4.612,5.135,2216.18,36504.47,16.472,721,0.394,1,7,0
0.70,0.30,0.75,0.100,-47.54,0.0072,5.471,5.977,97.76,79841.99,816.698,693,0.433,1,8,0
0.70,0.30,0.75,0.150,-43.95,0.0069,4.601,5.251,10266.49,49674.55,4.839,817,0.390,1,7,0
0.70,0.30,1.00,0.000,-48.50,0.0043,4.899,5.180,3791.61,134551.45,35.487,899,0.464,1,8,0
0.70,0.30,1.00,0.050,-55.24,0.0103,4.586,4.950,8948.01,192099.30,21.468,723,0.382,1,8,0
0.70,0.30,1.00,0.100,-45.60,0.0094,8.434,9.499,1069.14,59002.90,55.187,710,0.435,1,8,0
0.70,0.30,1.00,0.150,-44.07,0.0034,5.260,5.854,23057.42,251703.30,10.916,1065,0.458,1,8,0
0.70,0.30,1.25,0.000,-56.20,0.0141,6.072,6.725,1761.65,82583.91,46.879,858,0.510,1,9,0
0.70,0.30,1.25,0.050,-56.20,0.0147,7.577,8.289,11132.57,82836.22,7.441,839,0.474,1,8,0
0.70,0.30,1.25,0.100,-58.16,0.0118,6.990,7.459,5859.42,77345.50,13.200,717,0.452,1,8,0
0.70,0.30,1.25,0.150,-50.07,0.0070,6.103,6.654,70.46,78394.25,1112.549,771,0.446,1,8,0
0.70,0.30,1.50,0.000,-56.66,0.0120,5.415,5.853,9413.57,253353.95,26.914,1023,0.416,1,9,0
0.70,0.30,1.50,0.050,-53.87,0.0120,5.553,5.973,10049.72,129451.16,12.881,898,0.514,1,8,0
0.70,0.30,1.50,0.100,-50.04,0.0054,5.869,6.193,10555.41,136907.47,12.970,1075,0.468,1,8,0
0.70,0.30,1.50,0.150,-45.19,0.0114,7.055,7.069,13613.21,72970.39,5.360,1124,0.479,1,7,0
0.70,0.30,1.75,0.000,-61.79,0.0169,5.196,5.729,1410.52,71857.23,50.944,593,0.617,1,8,0
0.70,0.30,1.75,0.050,-58.50,0.0079,5.270,5.601,4720.94,73782.97,15.629,620,0.563,1,8,0
0.70,0.30,1.75,0.100,-49.00,0.0137,7.627,8.480,3119.07,196896.81,63.127,792,0.577,1,8,0
0.70,0.30,1.75,0.150,-50.38,0.0143,5.419,5.724,6645.22,127655.83,19.210,862,0.523,1,9,0
0.70,0.30,2.00,0.000,-51.78,0.0093,5.504,5.792,4582.23,79366.26,17.320,519,0.566,1,8,0
0.70,0.30,2.00,0.050,-53.47,0.0219,9.092,10.398,4462.98,138203.15,30.967,1114,0.482,1,9,0
0.70,0.30,2.00,0.100,-54.10,0.0062,5.739,5.949,24667.65,152556.94,6.184,1470,0.504,1,8,0
0.70,0.30,2.00,0.150,-52.82,0.0120,5.972,6.501,7852.65,106263.65,13.532,845,0.537,1,9,0
0.80,0.10,0.50,0.000,-50.50,0.0068,3.364,3.735,8057.69,33055.42,4.102,1238,0.406,1,7,0
0.80,0.10,0.50,0.050,-41.24,0.0022,1.555,1.874,114979.15,401601.13,3.493,2701,0.413,1,7,0
0.80,0.10,0.50,0.100,-42.48,0.0091,2.909,3.310,7774.68,183315.44,23.579,1509,0.419,1,8,0
0.80,0.10,0.50,0.150,-43.49,0.0063,1.804,1.944,24031.02,587439.69,24.445,1983,0.381,1,8,0
0.80,0.10,0.75,0.000,-48.54,0.0037,1.832,2.012,42901.67,316708.85,7.382,2088,0.396,1,8,0
0.80,0.10,0.75,0.050,-39.51,0.0116,2.270,2.536,8707.75,214377.89,24.619,1306,0.446,1,8,0
0.80,0.10,0.75,0.100,-45.00,0.0058,1.970,2.213,103710.63,262915.23,2.535,2354,0.373,1,8,0
0.80,0.10,0.75,0.150,-46.43,0.0046,2.016,2.277,16708.05,70602.85,4.226,1794,0.399,1,7,0
0.80,0.10,1.00,0.000,-38.43,0.0058,2.717,2.929,55003.13,216320.83,3.933,2157,0.430,1,8,0
0.80,0.10,1.00,0.050,-52.09,0.0078,2.133,2.328,49336.11,386162.66,7.827,1930,0.404,1,8,0
0.80,0.10,1.00,0.100,-39.84,0.0058,1.540,1.687,220490.34,491646.04,2.230,2642,0.458,1,8,0
0.80,0.10,1.00,0.150,-42.89,0.0056,1.452,1.589,92103.62,875128.66,9.502,2975,0.445,1,8,0
0.80,0.10,1.25,0.000,-52.31,0.0146,1.483,1.646,2292.01,97939.69,42.731,997,0.507,1,8,0
0.80,0.10,1.25,0.050,-59.77,0.0128,2.371,2.527,10197.52,202882.09,19.895,1318,0.442,1,9,0
0.80,0.10,1.25,0.100,-59.74,0.0097,1.791,1.840,31345.16,598646.58,19.099,2101,0.478,1,8,0
0.80,0.10,1.25,0.150,-53.18,0.0160,3.246,3.601,11758.07,327560.75,27.858,1381,0.431,1,8,0
0.80,0.10,1.50,0.000,-48.93,0.0057,1.928,2.041,27346.96,153715.83,5.621,1806,0.479,1,7,0
0.80,0.10,1.50,0.050,-48.52,0.0100,1.361,1.448,89924.49,721635.42,8.025,2931,0.467,1,9,0
0.80,0.10,1.50,0.100,-49.49,0.0067,2.107,2.261,25922.42,336493.61,12.981,1655,0.489,1,8,0
0.80,0.10,1.50,0.150,-50.13,0.0080,1.644,1.718,65484.87,172175.42,2.629,1542,0.497,1,8,0
0.80,0.10,1.75,0.000,-51.14,0.0133,3.544,3.694,8442.68,107873.39,12.777,1175,0.485,1,8,0
0.80,0.10,1.75,0.050,-56.07,0.0137,2.089,2.270,11796.05,207585.36,17.598,1533,0.496,1,8,0
0.80,0.10,1.75,0.100,-53.08,0.0161,1.960,2.147,3846.59,82008.53,21.320,744,0.544,1,9,0
0.80,0.10,1.75,0.150,-52.65,0.0123,2.201,2.363,20972.46,151042.59,7.202,1307,0.542,1,8,0
0.80,0.10,2.00,0.000,-51.33,0.0047,2.100,2.174,60525.44,926381.95,15.306,1865,0.463,1,9,0
0.80,0.10,2.00,0.050,-54.91,0.0072,1.673,1.818,15330.96,532395.01,34.727,1462,0.482,1,8,0
0.80,0.10,2.00,0.100,-63.86,0.0230,1.477,1.772,1227.71,79785.42,64.987,741,0.541,1,8,0
0.80,0.10,2.00,0.150,-55.38,0.0141,1.927,2.065,23192.95,274351.41,11.829,1032,0.553,1,8,0
0.80,0.15,0.50,0.000,-44.23,0.0065,3.597,4.127,9936.90,441570.40,44.437,1606,0.373,1,8,0
0.80,0.15,0.50,0.050,-44.18,0.0027,3.835,4.299,30557.95,105582.47,3.455,1594,0.422,1,7,0
0.80,0.15,0.50,0.100,-47.36,0.0048,2.377,2.685,54505.56,459747.34,8.435,1460,0.341,1,8,0
0.80,0.15,0.50,0.150,-40.71,0.0075,2.524,2.881,43469.97,548312.59,12.614,1948,0.402,1,8,0
0.80,0.15,0.75,0.000,-42.35,0.0043,4.682,5.022,25243.10,286995.04,11.369,1410,0.420,1,8,0
0.80,0.15,0.75,0.050,-45.46,0.0064,3.186,3.507,19031.48,100220.71,5.266,1722,0.362,1,7,0
0.80,0.15,0.75,0.100,-45.02,0.0123,3.200,3.557,7601.01,78643.56,10.346,1828,0.387,1,7,0
0.80,0.15,0.75,0.150,-40.89,0.0056,2.720,3.188,76786.41,480419.30,6.257,2036,0.428,1,8,0
0.80,0.15,1.00,0.000,-46.59,0.0080,2.479,2.739,10020.67,174290.89,17.393,972,0.466,1,8,0
0.80,0.15,1.00,0.050,-44.99,0.0091,2.913,3.066,8042.72,118935.54,14.788,1211,0.423,1,8,0
0.80,0.15,1.00,0.100,-44.60,0.0067,2.568,2.749,16881.09,162023.67,9.598,2149,0.436,1,7,0
0.80,0.15,1.00,0.150,-54.76,0.0154,5.090,5.425,8884.98,42362.69,4.768,1190,0.418,1,7,0
0.80,0.15,1.25,0.000,-59.73,0.0248,2.637,3.009,7623.33,64058.82,8.403,790,0.480,1,8,0
0.80,0.15,1.25,0.050,-50.78,0.0077,2.334,2.473,15620.95,148777.03,9.524,1762,0.442,1,9,0
0.80,0.15,1.25,0.100,-56.35,0.0116,3.446,3.743,6034.71,39992.85,6.627,813,0.538,1,7,0
0.80,0.15,1.25,0.150,-46.09,0.0040,2.983,3.114,67125.56,348143.09,5.186,1788,0.457,1,8,0
0.80,0.15,1.50,0.000,-61.96,0.0525,2.744,3.160,16161.31,143650.43,8.889,1463,0.488,0,8,0
0.80,0.15,1.50,0.050,-53.37,0.0080,2.920,3.111,3810.78,238496.41,62.585,1441,0.462,1,8,0
0.80,0.15,1.50,0.100,-56.55,0.0119,3.402,3.589,16540.01,428243.17,25.891,1514,0.542,1,8,0
0.80,0.15,1.50,0.150,-49.60,0.0162,3.499,3.757,10816.33,121103.34,11.196,1297,0.494,1,8,0
0.80,0.15,1.75,0.000,-60.98,0.0177,2.849,3.147,8161.98,105518.02,12.928,950,0.536,1,8,0
0.80,0.15,1.75,0.050,-48.98,0.0058,2.560,2.689,53396.32,478688.15,8.965,1410,0.504,1,8,0
0.80,0.15,1.75,0.100,-53.06,0.0300,3.419,3.693,1857.91,158594.68,85.362,1831,0.498,1,8,0
0.80,0.15,1.75,0.150,-53.41,0.0079,4.301,4.492,16946.18,174037.69,10.270,1094,0.554,1,8,0
0.80,0.15,2.00,0.000,-63.55,0.0322,2.833,3.133,7480.25,58164.10,7.776,768,0.547,1,8,0
0.80,0.15,2.00,0.050,-58.19,0.0094,3.321,3.566,31372.03,105472.85,3.362,1126,0.484,1,9,0
0.80,0.15,2.00,0.100,-55.28,0.0120,2.352,2.549,884.08,94793.40,107.223,678,0.627,1,8,0
0.80,0.15,2.00,0.150,-50.39,0.0060,2.402,2.493,90642.94,372326.84,4.108,1684,0.467,1,8,0
0.80,0.20,0.50,0.000,-50.33,0.0095,3.558,4.515,7361.65,52966.97,7.195,914,0.363,1,8,0
0.80,0.20,0.50,0.050,-40.67,0.0036,3.944,4.682,128319.72,154124.92,1.201,2052,0.403,1,7,0
0.80,0.20,0.50,0.100,-47.63,0.0143,6.726,7.097,5620.02,110029.89,19.578,1264,0.371,1,8,0
0.80,0.20,0.50,0.150,-42.86,0.0042,4.122,4.758,6832.50,63527.25,9.298,1206,0.362,1,7,0
0.80,0.20,0.75,0.000,-50.77,0.0100,4.560,5.127,3400.21,54034.88,15.892,809,0.433,1,7,0
0.80,0.20,0.75,0.050,-45.31,0.0024,4.798,5.083,14692.43,128860.33,8.771,1672,0.411,1,7,0
0.80,0.20,0.75,0.100,-47.18,0.0104,3.078,3.647,7026.16,64743.22,9.215,637,0.432,1,8,0
0.80,0.20,0.75,0.150,-45.44,0.0037,3.551,3.817,18499.09,170409.40,9.212,1640,0.405,1,8,0
0.80,0.20,1.00,0.000,-56.68,0.0131,3.564,3.760,4254.19,61805.76,14.528,886,0.530,1,8,0
0.80,0.20,1.00,0.050,-53.34,0.0081,3.804,3.975,18011.79,207674.53,11.530,1304,0.433,1,8,0
0.80,0.20,1.00,0.100,-49.81,0.0057,3.265,3.568,28198.35,227632.89,8.073,1150,0.445,1,8,0
0.80,0.20,1.00,0.150,-50.39,0.0047,2.956,3.137,57670.83,496856.56,8.615,1697,0.418,1,8,0
0.80,0.20,1.25,0.000,-46.31,0.0182,3.973,4.246,8966.84,207074.69,23.093,1492,0.495,1,8,0
0.80,0.20,1.25,0.050,-54.40,0.0091,4.331,4.753,37713.83,49444.55,1.311,1092,0.482,1,7,0
0.80,0.20,1.25,0.100,-41.53,0.0064,4.320,4.646,32409.48,151157.72,4.664,796,0.501,1,8,0
0.80,0.20,1.25,0.150,-52.88,0.0117,3.540,3.940,28319.36,192753.85,6.806,1030,0.450,1,8,0
0.80,0.20,1.50,0.000,-52.54,0.0050,3.196,3.465,8583.63,94314.78,10.988,978,0.512,1,8,0
0.80,0.20,1.50,0.050,-51.80,0.0161,3.937,4.258,2747.53,148891.49,54.191,1267,0.461,1,9,0
0.80,0.20,1.50,0.100,-55.46,0.0144,3.386,3.669,3881.71,38066.85,9.807,865,0.549,1,7,0
0.80,0.20,1.50,0.150,-50.87,0.0108,3.255,3.540,12256.47,62251.64,5.079,550,0.544,1,8,0
0.80,0.20,1.75,0.000,-50.48,0.0089,4.151,4.344,18456.10,236233.02,12.800,1554,0.476,1,8,0
0.80,0.20,1.75,0.050,-48.42,0.0125,4.937,5.044,6180.54,103596.89,16.762,1454,0.497,1,8,0
0.80,0.20,1.75,0.100,-48.41,0.0062,5.124,5.409,35267.16,253160.39,7.178,1630,0.406,1,8,0
0.80,0.20,1.75,0.150,-52.88,0.0248,4.097,4.160,7130.82,126113.56,17.686,1555,0.468,1,8,0
0.80,0.20,2.00,0.000,-54.15,0.0084,3.687,3.708,20547.75,36723.42,1.787,1215,0.516,1,7,0
0.80,0.20,2.00,0.050,-58.90,0.0302,5.207,5.708,3310.52,58036.09,17.531,977,0.492,1,8,0
0.80,0.20,2.00,0.100,-56.02,0.0128,4.638,4.862,5640.22,70675.92,12.531,988,0.553,1,8,0
