  Configurations: 840
  sell_pressure: 0.50 – 1.00 (step 0.10)
  base_spread: 0.10 – 0.30 (step 0.05)
  max_change: 0.50 – 2.00 (step 0.25)
  trend_dampening: 0.000 – 0.150 (step 0.050)
  Duration: 2016 ticks (7 days)
sell_pressure_multiplier,base_spread,max_price_change_percent,trend_dampening,avg_price_displacement_pct,avg_volatility,avg_final_bpd_pct,avg_final_spd_pct,final_gdp,final_debt,debt_gdp_ratio,total_tx,buy_ratio,stable,active_loans,defaulted_loans
0.50,0.25,2.00,0.050,-51.34,0.0109,4.727,4.977,15389.34,140356.75,9.120,839,0.578,1,9,0
0.50,0.25,2.00,0.100,-56.32,0.0173,4.546,5.010,77.46,37406.65,482.902,554,0.520,1,8,0
0.50,0.25,2.00,0.150,-55.03,0.0125,3.616,3.832,774.14,65168.57,84.181,663,0.511,1,8,0
0.50,0.30,0.50,0.000,-41.90,0.0100,7.614,9.642,1550.62,80892.02,52.168,1149,0.293,1,8,0
0.50,0.30,0.50,0.050,-38.93,0.0041,4.463,5.529,29285.44,195025.96,6.659,1216,0.372,1,8,0
0.50,0.30,0.50,0.100,-41.32,0.0074,5.910,7.324,10763.60,71447.79,6.638,1026,0.274,1,7,0
0.50,0.30,0.50,0.150,-44.54,0.0087,5.266,6.753,5236.94,33145.05,6.329,1026,0.273,1,7,0
0.50,0.30,0.75,0.000,-40.20,0.0080,4.966,5.800,15555.56,153359.15,9.859,1681,0.425,1,8,0
0.50,0.30,0.75,0.050,-35.08,0.0018,5.111,6.148,171219.11,243400.57,1.422,1047,0.396,1,8,0
0.50,0.30,0.75,0.100,-42.26,0.0042,7.692,9.107,12479.28,119568.23,9.581,1041,0.365,1,8,0
0.50,0.30,0.75,0.150,-45.07,0.0037,6.404,7.165,51670.04,302421.03,5.853,1631,0.462,1,9,0
0.50,0.30,1.00,0.000,-43.49,0.0065,4.662,5.319,34461.25,122240.87,3.547,998,0.458,1,8,0
0.50,0.30,1.00,0.050,-46.99,0.0079,4.923,5.551,202.81,95380.51,470.302,753,0.353,1,8,0
0.50,0.30,1.00,0.100,-50.64,0.0038,6.512,7.118,21413.23,36998.87,1.728,997,0.384,1,7,0
0.50,0.30,1.00,0.150,-51.70,0.0103,7.170,8.194,4284.15,81821.69,19.099,1211,0.377,1,8,0
0.50,0.30,1.25,0.000,-54.03,0.0112,7.356,8.391,7203.72,48779.92,6.771,907,0.356,1,8,0
0.50,0.30,1.25,0.050,-45.65,0.0090,5.190,5.852,5866.29,64772.36,11.041,825,0.428,1,7,0
0.50,0.30,1.25,0.100,-50.70,0.0070,4.226,4.617,4862.43,78917.97,16.230,764,0.394,1,8,0
0.50,0.30,1.25,0.150,-47.78,0.0054,5.699,6.239,2757.33,81501.01,29.558,903,0.409,1,8,0
0.50,0.30,1.50,0.000,-49.75,0.0117,4.825,5.309,37718.60,266941.13,7.077,1681,0.429,1,8,0
0.50,0.30,1.50,0.050,-46.62,0.0056,5.426,5.848,30931.41,66514.41,2.150,1247,0.429,1,8,0
0.50,0.30,1.50,0.100,-53.01,0.0090,4.584,5.299,6376.82,43985.11,6.898,755,0.420,1,7,0
0.50,0.30,1.50,0.150,-48.74,0.0065,4.313,4.691,100592.11,209635.33,2.084,1694,0.436,1,8,0
0.50,0.30,1.75,0.000,-52.24,0.0127,4.919,5.514,30210.75,153509.50,5.081,1098,0.386,1,8,0
0.50,0.30,1.75,0.050,-49.39,0.0061,5.045,5.388,12639.11,60890.68,4.818,1099,0.405,1,8,0
0.50,0.30,1.75,0.100,-54.15,0.0107,6.727,7.392,11141.37,129060.41,11.584,1228,0.446,1,9,0
0.50,0.30,1.75,0.150,-46.43,0.0130,6.127,6.657,15215.82,75455.11,4.959,809,0.494,1,8,0
0.50,0.30,2.00,0.000,-53.60,0.0239,4.682,4.960,7109.69,107959.89,15.185,964,0.480,1,9,0
0.50,0.30,2.00,0.050,-51.54,0.0076,5.177,5.518,9712.24,90973.56,9.367,896,0.465,1,5,0
0.50,0.30,2.00,0.100,-51.68,0.0122,4.971,5.575,9568.74,105175.12,10.992,1040,0.503,1,8,0
0.50,0.30,2.00,0.150,-48.94,0.0094,5.225,5.736,6373.81,190570.66,29.899,1646,0.401,1,8,0
0.60,0.10,0.50,0.000,-35.21,0.0037,1.473,1.849,65998.67,579936.21,8.787,1888,0.319,1,8,0
0.60,0.10,0.50,0.050,-43.05,0.0051,1.709,2.079,50451.09,200414.03,3.972,1354,0.368,1,8,0
0.60,0.10,0.50,0.100,-41.30,0.0053,1.627,1.885,41571.76,340118.24,8.181,1974,0.354,1,7,0
0.60,0.10,0.50,0.150,-34.27,0.0037,1.742,2.221,271571.74,460283.27,1.695,2886,0.346,1,8,0
0.60,0.10,0.75,0.000,-48.61,0.0071,2.126,2.483,9386.94,320308.52,34.123,1420,0.342,1,8,0
0.60,0.10,0.75,0.050,-41.05,0.0108,2.014,2.473,5062.92,705865.58,139.419,1791,0.419,1,8,0
0.60,0.10,0.75,0.100,-44.62,0.0038,1.805,2.090,7329.51,67413.29,9.198,1026,0.340,1,7,0
0.60,0.10,0.75,0.150,-43.25,0.0062,2.242,2.631,1422.88,122053.96,85.780,1363,0.337,1,8,0
0.60,0.10,1.00,0.000,-42.35,0.0058,1.794,1.945,42508.68,39158.18,0.921,1880,0.436,1,7,0
0.60,0.10,1.00,0.050,-44.89,0.0031,1.916,2.033,53935.16,384681.99,7.132,1625,0.433,1,8,0
0.60,0.10,1.00,0.100,-40.08,0.0045,1.939,2.037,22333.15,48597.21,2.176,2168,0.382,1,7,0
0.60,0.10,1.00,0.150,-49.08,0.0149,2.656,2.977,12464.04,88394.81,7.092,1274,0.430,1,8,0
0.60,0.10,1.25,0.000,-52.74,0.0064,1.716,1.954,8319.88,116670.38,14.023,1276,0.456,1,8,0
0.60,0.10,1.25,0.050,-51.96,0.0175,1.620,1.878,23774.66,48098.22,2.023,1579,0.454,1,7,0
0.60,0.10,1.25,0.100,-49.41,0.0058,1.831,1.997,14011.01,51920.32,3.706,729,0.529,1,7,0
0.60,0.10,1.25,0.150,-45.65,0.0059,1.547,1.649,42989.73,159415.91,3.708,1272,0.425,1,8,0
0.60,0.10,1.50,0.000,-57.70,0.0144,1.982,2.128,7758.25,75473.60,9.728,1015,0.473,1,8,0
0.60,0.10,1.50,0.050,-43.67,0.0045,3.035,3.319,75138.00,329572.75,4.386,1924,0.440,1,8,0
0.60,0.10,1.50,0.100,-45.76,0.0126,1.559,1.684,33535.36,313374.57,9.345,2024,0.458,1,8,0
0.60,0.10,1.50,0.150,-47.78,0.0030,2.349,2.478,33829.86,217424.34,6.427,2178,0.425,1,9,0
0.60,0.10,1.75,0.000,-53.28,0.0339,2.125,2.503,7678.39,140468.57,18.294,1260,0.384,1,8,0
0.60,0.10,1.75,0.050,-54.72,0.0127,2.307,2.428,28426.57,95315.73,3.353,1129,0.533,1,8,0
0.60,0.10,1.75,0.100,-46.87,0.0053,1.523,1.588,39035.90,326128.62,8.355,1553,0.499,1,9,0
0.60,0.10,1.75,0.150,-47.04,0.0053,2.065,2.149,61555.81,281578.10,4.574,2304,0.422,1,8,0
0.60,0.10,2.00,0.000,-47.18,0.0056,2.330,2.451,34966.26,141818.90,4.056,1247,0.488,1,8,0
0.60,0.10,2.00,0.050,-47.26,0.0068,2.513,2.615,28397.96,110457.97,3.890,2771,0.444,1,8,0
0.60,0.10,2.00,0.100,-51.03,0.0127,2.514,2.792,12410.31,122537.19,9.874,1009,0.547,1,8,0
0.60,0.10,2.00,0.150,-53.42,0.0266,2.609,2.665,12405.65,96981.06,7.817,2058,0.428,1,8,0
0.60,0.15,0.50,0.000,-45.32,0.0056,2.698,3.161,34360.60,315742.41,9.189,1646,0.384,1,8,0
0.60,0.15,0.50,0.050,-45.01,0.0053,3.645,4.409,6809.51,69654.76,10.229,1281,0.319,1,7,0
0.60,0.15,0.50,0.100,-40.47,0.0024,3.695,4.486,31172.80,326175.57,10.463,1254,0.376,1,8,0
0.60,0.15,0.50,0.150,-43.93,0.0044,2.687,3.200,22199.80,168021.83,7.569,1184,0.351,1,7,0
0.60,0.15,0.75,0.000,-51.17,0.0061,2.934,3.129,7183.90,33339.94,4.641,727,0.341,1,7,0
0.60,0.15,0.75,0.050,-42.10,0.0027,2.493,2.985,24063.20,135708.86,5.640,1723,0.337,1,8,0
0.60,0.15,0.75,0.100,-40.97,0.0028,2.109,2.385,107657.72,295160.84,2.742,1854,0.416,1,8,0
0.60,0.15,0.75,0.150,-50.74,0.0178,3.979,4.469,8961.44,58002.31,6.472,1301,0.272,1,8,0
0.60,0.15,1.00,0.000,-49.35,0.0046,2.713,3.099,31568.05,206847.68,6.552,1337,0.424,1,8,0
0.60,0.15,1.00,0.050,-46.60,0.0042,2.366,2.679,22363.87,140476.68,6.281,1168,0.492,1,8,0
0.60,0.15,1.00,0.100,-46.13,0.0078,5.300,6.071,60366.44,89469.11,1.482,1663,0.396,1,8,0
0.60,0.15,1.00,0.150,-50.37,0.0075,3.036,3.375,22087.62,252534.32,11.433,1274,0.437,1,8,0
0.60,0.15,1.25,0.000,-53.80,0.0071,3.768,4.114,16749.82,121420.87,7.249,1399,0.449,1,8,0
0.60,0.15,1.25,0.050,-37.83,0.0060,2.991,3.236,21100.95,174652.05,8.277,1567,0.400,1,8,0
0.60,0.15,1.25,0.100,-45.25,0.0122,2.788,2.958,28145.91,242531.87,8.617,2410,0.402,1,8,0
0.60,0.15,1.25,0.150,-51.66,0.0061,2.317,2.450,20605.00,219213.30,10.639,1137,0.425,1,9,0
0.60,0.15,1.50,0.000,-55.73,0.0155,5.213,5.435,2876.19,57495.79,19.990,971,0.376,1,8,0
0.60,0.15,1.50,0.050,-52.94,0.0084,2.478,2.772,85984.76,211833.47,2.464,2262,0.454,1,8,0
0.60,0.15,1.50,0.100,-46.80,0.0036,2.873,3.121,86239.40,374202.61,4.339,2629,0.438,1,8,0
0.60,0.15,1.50,0.150,-47.81,0.0186,3.480,3.899,98.83,112778.24,1141.078,881,0.436,1,8,0
0.60,0.15,1.75,0.000,-55.15,0.0069,2.529,2.674,6437.77,145785.44,22.645,1079,0.523,1,8,0
0.60,0.15,1.75,0.050,-43.13,0.0074,2.617,2.823,64934.97,346049.50,5.329,2430,0.513,1,8,0
0.60,0.15,1.75,0.100,-45.06,0.0063,3.483,3.749,32040.13,94158.77,2.939,1124,0.488,1,7,0
0.60,0.15,1.75,0.150,-50.82,0.0103,3.043,3.297,19329.55,141328.27,7.312,1319,0.446,1,8,0
0.60,0.15,2.00,0.000,-55.11,0.0105,4.176,4.473,7079.37,99177.97,14.009,1132,0.513,1,7,0
0.60,0.15,2.00,0.050,-53.57,0.0170,3.440,3.696,50446.35,47056.75,0.933,1245,0.480,1,7,0
0.60,0.15,2.00,0.100,-48.74,0.0082,2.865,3.033,11850.61,74332.89,6.272,872,0.540,1,8,0
0.60,0.15,2.00,0.150,-51.05,0.0053,2.511,2.656,133216.87,166268.39,1.248,1661,0.496,1,8,0
0.60,0.20,0.50,0.000,-44.64,0.0050,4.103,4.903,401.22,133094.25,331.727,1248,0.355,1,8,0
0.60,0.20,0.50,0.050,-42.82,0.0082,3.932,4.703,14100.30,177352.58,12.578,1200,0.344,1,8,0
0.60,0.20,0.50,0.100,-49.01,0.0106,5.149,6.531,3842.84,104030.84,27.071,987,0.337,1,9,0
0.60,0.20,0.50,0.150,-41.72,0.0038,3.941,4.939,50237.28,219569.07,4.371,1381,0.356,1,8,0
0.60,0.20,0.75,0.000,-43.57,0.0064,4.462,4.882,2689.77,500724.01,186.159,1443,0.328,1,8,0
0.60,0.20,0.75,0.050,-42.12,0.0039,2.756,2.993,81432.54,577753.49,7.095,2643,0.351,1,7,0
0.60,0.20,0.75,0.100,-41.97,0.0094,4.033,4.453,21410.20,77731.00,3.631,1875,0.390,1,7,0
0.60,0.20,0.75,0.150,-47.69,0.0066,3.855,4.566,25846.49,152682.35,5.907,910,0.396,1,9,0
0.60,0.20,1.00,0.000,-42.66,0.0060,4.774,5.334,76713.65,1059629.33,13.813,2067,0.403,1,8,0
0.60,0.20,1.00,0.050,-49.72,0.0060,3.848,4.126,22828.85,187349.40,8.207,1153,0.447,1,8,0
0.60,0.20,1.00,0.100,-49.46,0.0078,4.470,4.978,40.91,43215.29,1056.350,612,0.474,1,8,0
0.60,0.20,1.00,0.150,-39.38,0.0097,5.850,6.608,46571.64,263107.87,5.650,1519,0.397,1,8,0
0.60,0.20,1.25,0.000,-46.72,0.0026,3.406,3.609,13805.06,162013.13,11.736,1391,0.451,1,8,0
0.60,0.20,1.25,0.050,-44.51,0.0052,4.947,5.432,39540.75,186652.41,4.721,1693,0.432,1,8,0
0.60,0.20,1.25,0.100,-46.16,0.0072,4.081,4.453,10821.05,118125.63,10.916,1150,0.421,1,8,0
0.60,0.20,1.25,0.150,-44.81,0.0082,3.250,3.489,20330.87,100596.81,4.948,1017,0.478,1,8,0
0.60,0.20,1.50,0.000,-55.14,0.0055,2.994,3.211,28987.73,392300.06,13.533,840,0.457,1,9,0
0.60,0.20,1.50,0.050,-49.40,0.0117,5.436,5.385,4814.39,71846.26,14.923,905,0.492,1,7,0
0.60,0.20,1.50,0.100,-48.86,0.0078,3.913,4.197,45746.85,157467.58,3.442,1576,0.506,1,7,0
0.60,0.20,1.50,0.150,-44.50,0.0091,4.155,4.514,25787.54,125042.50,4.849,1214,0.553,1,8,0
0.60,0.20,1.75,0.000,-57.35,0.0075,3.625,3.953,12500.96,88637.36,7.090,501,0.605,1,9,0
0.60,0.20,1.75,0.050,-59.05,0.0095,4.688,4.928,3216.72,77870.47,24.208,1200,0.485,1,8,0
0.60,0.20,1.75,0.100,-45.57,0.0181,4.795,5.226,16057.61,203048.59,12.645,2318,0.428,1,8,0
0.60,0.20,1.75,0.150,-50.69,0.0067,3.322,3.488,833.39,150980.52,181.165,1026,0.459,1,8,0
0.60,0.20,2.00,0.000,-52.05,0.0044,3.648,3.790,17174.40,72087.39,4.197,1131,0.491,1,8,0
0.60,0.20,2.00,0.050,-60.23,0.0213,7.601,8.972,5699.70,66741.43,11.710,976,0.505,1,8,0
0.60,0.20,2.00,0.100,-50.67,0.0111,4.170,4.378,4789.99,71088.76,14.841,918,0.507,1,8,0
0.60,0.20,2.00,0.150,-59.21,0.0171,3.105,3.467,5443.62,53744.96,9.873,813,0.461,1,8,0
0.60,0.25,0.50,0.000,-42.71,0.0055,5.774,7.290,25130.64,250335.86,9.961,1866,0.324,1,8,0
0.60,0.25,0.50,0.050,-40.72,0.0039,7.464,9.189,31707.41,181656.83,5.729,1195,0.331,1,8,0
0.60,0.25,0.50,0.100,-40.50,0.0030,4.881,5.778,11879.71,174478.64,14.687,1251,0.350,1,8,0
0.60,0.25,0.50,0.150,-43.33,0.0033,5.540,6.352,50807.84,287872.10,5.666,1544,0.364,1,8,0
0.60,0.25,0.75,0.000,-46.48,0.0044,3.826,3.954,10309.65,134888.96,13.084,1153,0.461,1,8,0
0.60,0.25,0.75,0.050,-55.80,0.0232,5.033,6.358,132.59,65038.37,490.514,843,0.337,1,8,0
0.60,0.25,0.75,0.100,-38.95,0.0070,3.233,3.832,7854.34,56351.99,7.175,734,0.420,1,7,0
0.60,0.25,0.75,0.150,-40.57,0.0036,4.650,5.112,26517.79,71643.23,2.702,1049,0.434,1,8,0
0.60,0.25,1.00,0.000,-50.95,0.0086,4.710,5.430,323.36,58960.42,182.339,705,0.440,1,8,0
0.60,0.25,1.00,0.050,-49.86,0.0065,4.666,5.220,11165.30,126002.79,11.285,1178,0.455,1,8,0
0.60,0.25,1.00,0.100,-45.02,0.0071,4.592,5.172,3414.34,87622.77,25.663,897,0.447,1,8,0
0.60,0.25,1.00,0.150,-54.00,0.0134,4.438,5.320,6273.79,119131.36,18.989,888,0.422,1,8,0
0.60,0.25,1.25,0.000,-44.72,0.0099,5.361,6.145,50764.46,277297.37,5.462,1685,0.379,1,8,0
0.60,0.25,1.25,0.050,-44.42,0.0138,6.093,6.510,6417.38,144172.94,22.466,1379,0.464,1,8,0
0.60,0.25,1.25,0.100,-42.77,0.0060,5.052,5.382,33102.47,420252.77,12.696,1730,0.434,1,8,0
0.60,0.25,1.25,0.150,-51.58,0.0067,4.410,4.657,24310.40,195110.06,8.026,1675,0.372,1,8,0
0.60,0.25,1.50,0.000,-48.59,0.0107,4.478,5.097,17345.61,144623.29,8.338,1806,0.493,1,8,0
0.60,0.25,1.50,0.050,-46.87,0.0079,5.517,6.012,15906.22,75176.71,4.726,955,0.499,1,7,0
0.60,0.25,1.50,0.100,-41.81,0.0067,3.602,3.724,13739.56,314467.93,22.888,1143,0.454,1,8,0
0.60,0.25,1.50,0.150,-47.43,0.0080,3.862,4.200,20373.05,83355.39,4.091,851,0.511,1,8,0
0.60,0.25,1.75,0.000,-57.34,0.0131,4.705,5.226,7845.55,29031.01,3.700,775,0.441,1,7,0
0.60,0.25,1.75,0.050,-55.25,0.0125,7.367,8.178,22759.79,136305.48,5.989,1565,0.454,1,8,0
0.60,0.25,1.75,0.100,-42.34,0.0045,5.126,5.524,18067.44,120313.95,6.659,1748,0.472,1,8,0
0.60,0.25,1.75,0.150,-57.91,0.0115,5.013,5.323,3248.36,78115.72,24.048,949,0.451,1,8,0
0.60,0.25,2.00,0.000,-56.40,0.0099,5.125,5.557,8429.96,82113.44,9.741,689,0.467,1,8,0
0.60,0.25,2.00,0.050,-59.17,0.0141,7.243,7.938,2762.66,43471.76,15.735,686,0.592,1,8,0
0.60,0.25,2.00,0.100,-52.16,0.0101,3.772,4.017,12223.50,68915.27,5.638,644,0.543,1,8,0
0.60,0.25,2.00,0.150,-52.21,0.0223,5.361,5.605,10819.73,71372.19,6.596,901,0.488,1,8,0
0.60,0.30,0.50,0.000,-47.15,0.0097,5.197,5.985,1482.66,67912.45,45.804,690,0.346,1,8,0
0.60,0.30,0.50,0.050,-35.44,0.0027,3.889,4.837,172181.42,588580.14,3.418,2277,0.367,1,8,0
0.60,0.30,0.50,0.100,-42.56,0.0050,4.055,4.578,68420.26,180864.74,2.643,1371,0.333,1,8,0
0.60,0.30,0.50,0.150,-45.95,0.0062,6.336,7.818,704.22,90739.44,128.850,1200,0.281,1,7,0
0.60,0.30,0.75,0.000,-46.26,0.0104,4.749,5.736,20456.55,39672.33,1.939,615,0.540,1,7,0
0.60,0.30,0.75,0.050,-40.35,0.0066,6.437,7.326,3640.41,38984.98,10.709,799,0.446,1,7,0
0.60,0.30,0.75,0.100,-46.33,0.0100,5.270,6.291,15202.36,39243.51,2.581,780,0.327,1,7,0
0.60,0.30,0.75,0.150,-44.08,0.0079,4.877,5.871,852.84,109383.40,128.258,767,0.439,1,8,0
0.60,0.30,1.00,0.000,-44.20,0.0137,8.375,9.310,10809.79,79463.10,7.351,870,0.438,1,9,0
0.60,0.30,1.00,0.050,-47.03,0.0048,5.974,6.468,30494.56,199386.62,6.538,1346,0.481,1,8,0
0.60,0.30,1.00,0.100,-46.79,0.0031,6.991,7.522,3751.61,87190.32,23.241,668,0.472,1,8,0
0.60,0.30,1.00,0.150,-48.39,0.0052,6.012,6.858,1264.74,170298.13,134.651,708,0.456,1,9,0
0.60,0.30,1.25,0.000,-48.87,0.0132,7.409,7.990,20547.43,111141.09,5.409,1208,0.432,1,8,0
0.60,0.30,1.25,0.050,-51.64,0.0070,4.828,5.266,13164.64,145894.47,11.082,1070,0.416,1,8,0
0.60,0.30,1.25,0.100,-45.23,0.0128,7.692,8.696,2542.51,127794.26,50.263,1482,0.433,1,8,0
0.60,0.30,1.25,0.150,-52.78,0.0254,6.642,7.437,8375.67,103540.88,12.362,1326,0.461,1,8,0
0.60,0.30,1.50,0.000,-48.44,0.0069,6.204,6.551,3397.46,97404.57,28.670,767,0.508,1,8,0
0.60,0.30,1.50,0.050,-46.98,0.0033,4.542,4.844,15135.74,68304.11,4.513,1032,0.444,1,8,0
0.60,0.30,1.50,0.100,-54.09,0.0111,5.482,5.891,1848.56,41840.21,22.634,509,0.477,1,8,0
0.60,0.30,1.50,0.150,-53.67,0.0085,4.505,4.934,17146.55,101340.42,5.910,819,0.513,1,8,0
0.60,0.30,1.75,0.000,-55.21,0.0116,5.724,6.449,21655.38,77795.01,3.592,901,0.488,1,8,0
0.60,0.30,1.75,0.050,-55.49,0.0085,4.066,4.351,5719.54,108731.92,19.011,719,0.537,1,8,0
0.60,0.30,1.75,0.100,-56.43,0.0149,6.772,7.590,7733.42,72837.40,9.419,798,0.514,1,8,0
0.60,0.30,1.75,0.150,-48.04,0.0045,6.624,7.016,35816.44,87579.55,2.445,1237,0.472,1,8,0
0.60,0.30,2.00,0.000,-52.36,0.0197,7.546,8.443,134.95,59372.18,439.946,770,0.481,1,8,0
0.60,0.30,2.00,0.050,-54.98,0.0138,9.886,10.683,22599.60,64585.13,2.858,576,0.543,1,8,0
0.60,0.30,2.00,0.100,-58.93,0.0201,5.189,5.788,12974.93,79153.81,6.101,858,0.552,1,8,0
0.60,0.30,2.00,0.150,-56.64,0.0119,5.866,5.972,10981.45,188253.03,17.143,1418,0.463,1,8,0
0.70,0.10,0.50,0.000,-42.63,0.0046,2.104,2.260,47661.98,100141.95,2.101,1822,0.334,1,7,0
0.70,0.10,0.50,0.050,-40.98,0.0064,1.505,1.816,9069.22,75300.32,8.303,2109,0.398,1,7,0
0.70,0.10,0.50,0.100,-41.12,0.0023,2.030,2.276,39211.68,567066.30,14.462,1439,0.385,1,8,0
0.70,0.10,0.50,0.150,-41.85,0.0040,2.089,2.375,38577.65,631476.21,16.369,2655,0.362,1,8,0
0.70,0.10,0.75,0.000,-40.91,0.0044,2.055,2.245,42949.82,115549.99,2.690,1343,0.405,1,7,0
0.70,0.10,0.75,0.050,-49.55,0.0036,3.346,3.573,6004.83,266738.36,44.421,1551,0.462,1,8,0
0.70,0.10,0.75,0.100,-39.30,0.0052,1.466,1.610,174461.55,644728.11,3.696,2416,0.430,1,8,0
0.70,0.10,0.75,0.150,-40.92,0.0153,1.959,2.410,10306.29,232148.25,22.525,3030,0.397,1,8,0
0.70,0.10,1.00,0.000,-53.63,0.0182,3.427,4.044,2406.11,84618.85,35.168,1364,0.370,1,7,0
0.70,0.10,1.00,0.050,-43.89,0.0036,1.985,2.174,131802.37,814501.63,6.180,3369,0.396,1,9,0
0.70,0.10,1.00,0.100,-51.50,0.0067,1.754,1.983,9618.00,236809.60,24.622,1302,0.409,1,7,0
0.70,0.10,1.00,0.150,-48.78,0.0105,2.049,2.251,7895.63,35505.90,4.497,950,0.422,1,7,0
0.70,0.10,1.25,0.000,-54.60,0.0043,2.300,2.452,15727.64,304051.89,19.332,1230,0.448,1,9,0
0.70,0.10,1.25,0.050,-53.70,0.0273,3.378,3.798,3162.93,83544.87,26.414,869,0.504,1,8,0
0.70,0.10,1.25,0.100,-55.99,0.0188,2.931,3.075,13889.48,86569.93,6.233,1233,0.492,1,8,0
0.70,0.10,1.25,0.150,-47.13,0.0074,2.143,2.327,36254.76,455824.66,12.573,1354,0.507,1,9,0
0.70,0.10,1.50,0.000,-49.29,0.0110,2.163,2.236,17359.64,277728.30,15.999,2102,0.439,1,8,0
0.70,0.10,1.50,0.050,-53.89,0.0076,1.943,2.031,11193.49,84737.73,7.570,1158,0.496,1,8,0
0.70,0.10,1.50,0.100,-52.53,0.0151,1.776,2.059,19714.58,131336.74,6.662,1014,0.441,1,9,0
0.70,0.10,1.50,0.150,-55.32,0.0094,2.432,2.594,8412.31,89996.73,10.698,966,0.420,1,8,0
0.70,0.10,1.75,0.000,-54.97,0.0290,3.467,3.722,18275.67,151133.27,8.270,1726,0.499,1,8,0
0.70,0.10,1.75,0.050,-51.21,0.0108,2.123,2.346,26500.25,171845.92,6.485,1365,0.509,1,8,0
0.70,0.10,1.75,0.100,-52.71,0.0108,1.712,1.777,18956.93,16253.60,0.857,895,0.534,1,6,0
0.70,0.10,1.75,0.150,-49.00,0.0084,1.846,1.993,33291.80,18551.41,0.557,1165,0.492,1,6,0
0.70,0.10,2.00,0.000,-50.83,0.0145,1.683,1.744,5267.63,107528.60,20.413,914,0.604,1,8,0
0.70,0.10,2.00,0.050,-46.69,0.0069,1.616,1.718,129864.06,269984.31,2.079,2519,0.464,1,8,0
0.70,0.10,2.00,0.100,-61.68,0.0062,2.925,3.121,5231.59,130057.09,24.860,1153,0.596,1,7,0
0.70,0.10,2.00,0.150,-51.65,0.0048,2.116,2.198,12735.55,183016.26,14.371,1579,0.493,1,8,0
0.70,0.15,0.50,0.000,-38.45,0.0036,3.492,3.886,49843.06,142350.75,2.856,1793,0.335,1,7,0
0.70,0.15,0.50,0.050,-46.27,0.0080,3.375,3.944,7543.66,237626.68,31.500,1263,0.337,1,8,0
0.70,0.15,0.50,0.100,-40.52,0.0031,2.023,2.310,58013.11,81589.70,1.406,1307,0.435,1,7,0
0.70,0.15,0.50,0.150,-48.79,0.0114,2.707,3.364,6260.05,14256.81,2.277,1085,0.325,1,6,0
0.70,0.15,0.75,0.000,-44.14,0.0022,3.661,4.201,25071.35,76764.85,3.062,1391,0.378,1,7,0
0.70,0.15,0.75,0.050,-46.86,0.0100,2.791,3.321,16695.84,719342.49,43.085,1573,0.411,1,8,0
0.70,0.15,0.75,0.100,-49.13,0.0095,2.207,2.578,2023.98,32255.98,15.937,684,0.439,1,7,0
0.70,0.15,0.75,0.150,-47.57,0.0075,2.366,2.819,22989.25,194391.27,8.456,1413,0.365,1,8,0
0.70,0.15,1.00,0.000,-47.17,0.0075,3.217,3.586,11624.25,32401.96,2.787,964,0.444,1,7,0
0.70,0.15,1.00,0.050,-49.50,0.0090,3.131,3.636,5573.57,116030.83,20.818,870,0.466,1,9,0
0.70,0.15,1.00,0.100,-43.10,0.0125,3.349,3.599,14996.55,113620.21,7.576,1845,0.480,1,8,0
0.70,0.15,1.00,0.150,-43.04,0.0025,3.059,3.396,80024.36,216249.13,2.702,1861,0.425,1,8,0
0.70,0.15,1.25,0.000,-47.65,0.0138,3.098,3.525,11857.23,110920.63,9.355,1386,0.558,1,8,0
0.70,0.15,1.25,0.050,-56.67,0.0141,3.010,3.378,1456.76,56083.29,38.499,766,0.577,1,8,0
0.70,0.15,1.25,0.100,-59.87,0.0183,2.378,2.788,136.88,91749.06,670.274,797,0.517,1,9,0
0.70,0.15,1.25,0.150,-49.29,0.0097,2.797,3.062,8025.38,158458.19,19.745,1484,0.458,1,8,0
0.70,0.15,1.50,0.000,-53.02,0.0112,3.773,4.066,14528.32,156657.47,10.783,1803,0.512,1,8,0
0.70,0.15,1.50,0.050,-50.38,0.0077,2.682,2.847,3964.76,68753.39,17.341,1285,0.476,1,7,0
0.70,0.15,1.50,0.100,-46.64,0.0080,3.002,3.066,170215.66,369966.03,2.174,3754,0.451,1,8,0
0.70,0.15,1.50,0.150,-52.60,0.0064,3.013,3.188,7239.55,152163.44,21.018,1629,0.483,1,8,0
0.70,0.15,1.75,0.000,-54.17,0.0292,2.877,3.057,19361.48,56711.30,2.929,1130,0.435,1,8,0
0.70,0.15,1.75,0.050,-49.54,0.0055,2.710,2.820,63060.57,127084.14,2.015,1881,0.421,1,8,0
0.70,0.15,1.75,0.100,-50.15,0.0099,4.790,5.206,10320.04,124566.38,12.070,1432,0.553,1,8,0
0.70,0.15,1.75,0.150,-53.29,0.0107,3.715,3.977,8181.04,209576.30,25.617,860,0.548,1,8,0
0.70,0.15,2.00,0.000,-52.95,0.0166,4.517,4.849,23127.89,68899.62,2.979,1405,0.542,1,7,0
0.70,0.15,2.00,0.050,-49.03,0.0134,3.352,3.487,8805.79,143843.55,16.335,1047,0.445,1,9,0
0.70,0.15,2.00,0.100,-48.52,0.0132,2.911,3.171,13353.26,70471.68,5.277,1508,0.444,1,8,0
